latitude,longitude,flood,temperature_nearest_value,temperature_nearest_distance,rainfall_nearest_value,rainfall_nearest_distance,humidity_nearest_value,humidity_nearest_distance,wind_direction_nearest_value,wind_direction_nearest_distance,wind_speed_nearest_value,wind_speed_nearest_distance
1.4304,103.8354,1,0.0,5.7622856245291,12.928,1.4597822983363102,0.0,5.7622856245291,356.0,11.582160621520307,7.3,11.582160621520307
1.330954,103.8705239,0,26.8,2.162197230745093,2.8503737228313804,1.7756305887250956,74.4711660789499,2.162197230745093,288.0,2.162197230745093,7.7,2.162197230745093
1.3178,103.8918,1,24.8,2.483920121407658,1.421,1.154441164991131,93.0,2.483920121407658,24.0,2.483920121407658,12.8,2.483920121407658
1.3178,103.8918,0,25.7,2.483920121407658,1.676111812265494,1.154441164991131,84.18944840154785,2.483920121407658,353.0,2.483920121407658,10.0,2.483920121407658
1.3362791,103.8076496,1,24.1,3.445059969336063,10.4,1.34736813371936,0.0,3.445059969336063,359.0,3.445059969336063,8.0,3.445059969336063
1.3261369,103.9530576,1,24.6,1.7483679962358232,1.6,1.7483679962358232,96.0,1.7483679962358232,306.0,1.7483679962358232,5.0,1.7483679962358232
1.3178,103.8918,1,24.8,2.483920121407658,6.293,1.154441164991131,93.6,2.483920121407658,348.0,2.483920121407658,10.7,2.483920121407658
1.3521,103.8198,1,24.6,4.956061241628442,7.6,1.9143082025139122,99.3,4.956061241628442,200.0,4.956061241628442,10.2,4.956061241628442
1.4304,103.8354,0,28.1,5.7622856245291,1.4701294366369277,1.4597822983363102,77.9922031497156,5.7622856245291,320.0,11.582160621520307,6.5,11.582160621520307
1.3348802,103.7672269,1,24.8725,1.0733484252095429,10.4,1.0733484252095429,0.0,1.0733484252095429,318.445,1.0733484252095429,6.60968,1.0733484252095429
1.3437173,103.8836814,0,25.3,0.6231020293747583,1.654445687670282,0.6231020293747583,80.07134298035588,0.6231020293747583,57.0,0.6231020293747583,7.3,0.6231020293747583
1.3669383,103.9070277,1,24.7,3.676614946998314,7.1,2.1116338243795196,89.7,3.676614946998314,150.0,3.676614946998314,14.9,3.676614946998314
1.3410733,103.7769981,0,23.8,0.8155997898314141,2.4043328833495012,0.8155997898314141,84.52642660455213,0.8155997898314141,199.0,0.8155997898314141,3.0,0.8155997898314141
1.3521,103.8198,0,23.2,4.956061241628442,3.784189500309808,1.9143082025139122,90.1088920134635,4.956061241628442,2.0,4.956061241628442,9.1,4.956061241628442
1.334,103.8471,1,26.6,2.848715578972751,5.0,0.9697592779814542,88.8,2.848715578972751,171.0,2.848715578972751,5.4,2.848715578972751
1.3178,103.8918,1,24.8,2.483920121407658,6.293,1.154441164991131,93.6,2.483920121407658,348.0,2.483920121407658,10.7,2.483920121407658
1.3521,103.8198,0,24.2,4.956061241628442,4.884788770249764,1.9143082025139122,87.0704844876786,4.956061241628442,39.0,4.956061241628442,4.3,4.956061241628442
1.3348802,103.7672269,1,24.8,1.0733484252095429,7.4,1.0733484252095429,97.7,1.0733484252095429,324.0,1.0733484252095429,5.7,1.0733484252095429
1.3208441,103.8095081,0,23.9,3.2123662918675646,5.806470650495433,0.3794199672091922,87.27234789250804,3.2123662918675646,296.0,3.2123662918675646,10.0,3.2123662918675646
1.3312203,103.8818124,1,25.8,1.1684024779145619,11.571,0.8814497886855184,92.9,1.1684024779145619,289.0,1.1684024779145619,8.7,1.1684024779145619
1.3521,103.8198,0,23.7,4.956061241628442,1.3425714802605275,1.9143082025139122,87.35431699911553,4.956061241628442,358.0,4.956061241628442,7.0,4.956061241628442
1.3178,103.8918,1,24.1,2.483920121407658,2.8,1.154441164991131,92.6,2.483920121407658,124.0,2.483920121407658,10.3,2.483920121407658
1.3713971,103.8782465,1,25.2,3.6414557762314836,0.402,0.97142612572886,92.3,3.6414557762314836,45.0,3.6414557762314836,5.7,3.6414557762314836
1.3521,103.8198,1,24.8,4.956061241628442,3.4,1.9143082025139122,98.2,4.956061241628442,334.0,4.956061241628442,5.5,4.956061241628442
1.3521,103.8198,1,22.5,4.956061241628442,2.8,1.9143082025139122,99.3,4.956061241628442,291.0,4.956061241628442,4.9,4.956061241628442
1.3178,103.8918,0,24.8,2.483920121407658,3.6616068530824464,1.154441164991131,86.06534539005186,2.483920121407658,348.0,2.483920121407658,10.7,2.483920121407658
1.3521,103.8198,1,24.4,4.956061241628442,11.2,1.9143082025139122,99.3,4.956061241628442,245.0,4.956061241628442,6.9,4.956061241628442
1.3644,103.9915,0,0.0,1.0594151082112884,0.0,1.0594151082112884,0.0,1.0594151082112884,283.0,6.389438292874045,3.3,6.389438292874045
1.330954,103.8705239,1,24.4,2.162197230745093,8.2,1.7756305887250956,93.4,2.162197230745093,69.0,2.162197230745093,4.6,2.162197230745093
1.330954,103.8705239,1,26.8,2.162197230745093,4.8,1.7756305887250956,87.6,2.162197230745093,288.0,2.162197230745093,7.7,2.162197230745093
1.3362791,103.8076496,0,24.1,3.445059969336063,4.39044880069362,1.34736813371936,0.0,3.445059969336063,359.0,3.445059969336063,8.0,3.445059969336063
1.3292841,103.8710583,1,26.8,2.202124089973319,4.8,1.7234026086905894,87.6,2.202124089973319,288.0,2.202124089973319,7.7,2.202124089973319
1.3521,103.8198,0,25.4,4.956061241628442,3.4722511668131597,1.9143082025139122,77.26535189446412,4.956061241628442,354.0,4.956061241628442,8.2,4.956061241628442
1.384,103.747,0,26.6,2.997064413260058,3.9805425096628873,1.4906568765643766,87.5603630050271,2.997064413260058,28.0,6.475600025842468,5.3,6.475600025842468
1.3521,103.8198,1,24.6,4.956061241628442,0.6,1.9143082025139122,99.3,4.956061241628442,6.0,4.956061241628442,4.7,4.956061241628442
1.3521,103.8198,1,24.6,4.956061241628442,0.0,1.9143082025139122,96.7,4.956061241628442,203.0,4.956061241628442,8.39999,4.956061241628442
1.3246,103.7055,1,24.7,3.5425887065997,2.6,1.8919707605280875,97.5,3.5425887065997,335.0,3.5425887065997,1.8,3.5425887065997
1.3203,103.8438,0,23.6,1.349939147486466,0.38374983352244096,1.349939147486466,88.94104086615046,1.349939147486466,50.0,1.349939147486466,3.7,1.349939147486466
1.3644,103.9915,0,30.4,1.0594151082112884,0.0,1.0594151082112884,56.932456587678764,1.0594151082112884,44.0,6.389438292874045,4.8,6.389438292874045
1.3315268,103.8796231,1,23.6,1.2982033393910848,3.451,1.1189159044982544,94.2,1.2982033393910848,23.0,1.2982033393910848,8.89999,1.2982033393910848
1.3036,103.8318,0,23.3,0.9296146300829555,4.6068415777052545,0.697401357080145,94.13466280474573,0.9296146300829555,321.0,0.9296146300829555,8.2,0.9296146300829555
1.330954,103.8705239,0,24.4,2.162197230745093,2.9463198729620714,1.7756305887250956,85.15274954554475,2.162197230745093,69.0,2.162197230745093,4.6,2.162197230745093
1.3308149,103.8845592,1,23.9,1.0673655776379143,7.511,0.5921414005435689,93.9,1.0673655776379143,11.0,1.0673655776379143,8.89999,1.0673655776379143
1.3178,103.8918,1,25.7,2.483920121407658,2.842,1.154441164991131,91.5,2.483920121407658,353.0,2.483920121407658,10.0,2.483920121407658
1.3203,103.8438,0,23.4,1.349939147486466,5.004131939183868,1.349939147486466,92.95691937350233,1.349939147486466,3.0,1.349939147486466,9.4,1.349939147486466
1.3136136,103.9365203,1,23.1,2.89131935540986,2.2,2.89131935540986,97.3,2.89131935540986,276.0,2.89131935540986,7.5,2.89131935540986
1.2910763,103.8212604,1,23.1,2.741026365571302,13.5,0.2965238675838551,99.3,2.741026365571302,313.0,2.741026365571302,8.6,2.741026365571302
1.3554,103.8679,0,23.7,2.8003859266910425,1.71104248247396,1.5110334030986798,83.59257725147535,2.8003859266910425,21.0,2.8003859266910425,8.60001,2.8003859266910425
1.2775902,103.8426227,1,25.3,3.462952302541135,2.01,2.511349096231457,94.1,3.462952302541135,205.0,3.0908313604017064,6.5,3.0908313604017064
1.3323482,103.8808753,1,23.9,1.1363035886388135,5.278,1.0309959883906907,93.8,1.1363035886388135,7.0,1.1363035886388135,9.3,1.1363035886388135
1.3644,103.9915,0,23.6,1.0594151082112884,0.1012352853225347,1.0594151082112884,87.7784855443628,1.0594151082112884,230.0,6.389438292874045,1.9,6.389438292874045
1.3521,103.8198,1,24.4,4.956061241628442,9.2,1.9143082025139122,99.3,4.956061241628442,234.0,4.956061241628442,7.4,4.956061241628442
1.3315268,103.8796231,0,23.6,1.2982033393910848,1.6685009703825986,1.1189159044982544,82.59982662622966,1.2982033393910848,23.0,1.2982033393910848,8.89999,1.2982033393910848
1.3437173,103.8836814,0,24.4,0.6231020293747583,1.4397486791665213,0.6231020293747583,85.55508110048247,0.6231020293747583,69.0,0.6231020293747583,4.6,0.6231020293747583
1.3984,103.9072,1,26.0,6.819415050997955,12.4,0.545097923355928,91.1,6.819415050997955,33.0,6.819415050997955,6.8,6.819415050997955
1.3521,103.8198,0,26.2,4.956061241628442,0.5384938566419778,1.9143082025139122,86.12764053997813,4.956061241628442,237.0,4.956061241628442,2.2,4.956061241628442
1.3644,103.9915,0,0.0,1.0594151082112884,0.0,1.0594151082112884,0.0,1.0594151082112884,29.0,6.389438292874045,2.5,6.389438292874045
1.3437173,103.8836814,0,25.9,0.6231020293747583,2.645848928786735,0.6231020293747583,78.38506354561348,0.6231020293747583,298.0,0.6231020293747583,9.10001,0.6231020293747583
1.3669383,103.9070277,0,24.7,3.676614946998314,2.3329052670102945,2.1116338243795196,84.31880185183486,3.676614946998314,150.0,3.676614946998314,14.9,3.676614946998314
1.3521,103.8198,1,23.3,4.956061241628442,7.8,1.9143082025139122,99.3,4.956061241628442,315.0,4.956061241628442,8.2,4.956061241628442
1.3644,103.9915,1,30.4,1.0594151082112884,0.0,1.0594151082112884,66.8,1.0594151082112884,44.0,6.389438292874045,4.8,6.389438292874045
1.3140414,103.8467845,0,23.2,1.2079225297390161,3.7323666296894333,1.2079225297390161,93.5016573704284,1.2079225297390161,328.0,1.2079225297390161,8.2,1.2079225297390161
1.3984,103.9072,0,26.0,6.819415050997955,5.339665552792108,0.545097923355928,79.52483041604054,6.819415050997955,33.0,6.819415050997955,6.8,6.819415050997955
1.3178,103.8918,0,24.1,2.483920121407658,1.5907790549108305,1.154441164991131,85.26730698787563,2.483920121407658,124.0,2.483920121407658,10.3,2.483920121407658
1.3521,103.8198,1,26.2,4.956061241628442,1.2,1.9143082025139122,91.4,4.956061241628442,237.0,4.956061241628442,2.2,4.956061241628442
1.3521,103.8198,0,23.6,4.956061241628442,3.1290538411318973,1.9143082025139122,87.6807397952923,4.956061241628442,1.0,4.956061241628442,8.9,4.956061241628442
1.3526,103.8352,1,24.4,4.651923804122539,9.2,1.2436208918882283,99.3,4.651923804122539,234.0,4.651923804122539,7.4,4.651923804122539
1.3236,103.9273,0,25.3,4.073499695314585,0.23635393497844304,2.668528114451689,88.51209340351998,4.073499695314585,274.0,4.073499695314585,5.9,4.073499695314585
1.3526,103.8352,0,24.4,4.651923804122539,5.502890105262988,1.2436208918882283,89.11545314909837,4.651923804122539,234.0,4.651923804122539,7.4,4.651923804122539
1.3984,103.9072,1,26.2,6.819415050997955,13.4,0.545097923355928,89.1,6.819415050997955,27.0,6.819415050997955,6.9,6.819415050997955
1.334,103.8471,1,23.6,2.848715578972751,6.8,0.9697592779814542,99.3,2.848715578972751,1.0,2.848715578972751,8.9,2.848715578972751
1.3203,103.8438,1,23.6,1.349939147486466,0.8,1.349939147486466,99.3,1.349939147486466,50.0,1.349939147486466,3.7,1.349939147486466
1.3437173,103.8836814,1,25.3,0.6231020293747583,5.2,0.6231020293747583,92.3,0.6231020293747583,57.0,0.6231020293747583,7.3,0.6231020293747583
1.3437173,103.8836814,1,24.4,0.6231020293747583,3.2,0.6231020293747583,93.4,0.6231020293747583,69.0,0.6231020293747583,4.6,0.6231020293747583
1.3586498,103.8674903,1,23.8,3.0670983675634553,12.648,1.5828398071892023,94.0,3.0670983675634553,19.0,3.0670983675634553,8.89999,3.0670983675634553
1.3286387,103.8042421,1,23.7,3.1048767158851933,5.6,0.7760803562603024,98.5,3.1048767158851933,188.0,3.1048767158851933,3.7,3.1048767158851933
1.3521,103.8198,1,23.7,4.956061241628442,3.4,1.9143082025139122,99.3,4.956061241628442,358.0,4.956061241628442,7.0,4.956061241628442
1.3410733,103.7769981,1,24.7929,0.8155997898314141,9.8,0.8155997898314141,0.0,0.8155997898314141,305.819,0.8155997898314141,6.2672,0.8155997898314141
1.2910763,103.8212604,0,23.1,2.741026365571302,6.956580454139754,0.2965238675838551,86.14182643534114,2.741026365571302,313.0,2.741026365571302,8.6,2.741026365571302
1.384,103.747,1,25.0,2.997064413260058,13.2,1.4906568765643766,99.3,2.997064413260058,285.0,6.475600025842468,3.0,6.475600025842468
1.3082646,103.9090288,0,24.8,4.221163218744405,2.699525357278542,0.24945377700370874,85.72028901056443,4.221163218744405,9.0,4.221163218744405,4.8,4.221163218744405
1.3644,103.9915,1,24.5,1.0594151082112884,3.4,1.0594151082112884,97.6,1.0594151082112884,224.0,6.389438292874045,2.9,6.389438292874045
1.3644,103.9915,1,0.0,1.0594151082112884,0.0,1.0594151082112884,0.0,1.0594151082112884,303.0,6.389438292874045,2.0,6.389438292874045
1.3521,103.8198,1,26.1,4.956061241628442,0.0,1.9143082025139122,88.1,4.956061241628442,12.0,4.956061241628442,4.0,4.956061241628442
1.3680528,103.8833047,0,25.2,3.152935259735223,4.950183246417477,1.4929247575961664,78.85423267394528,3.152935259735223,93.0,3.152935259735223,8.0,3.152935259735223
1.3136136,103.9365203,1,25.3,2.89131935540986,3.6,2.89131935540986,94.7,2.89131935540986,274.0,2.89131935540986,5.9,2.89131935540986
1.2993119,103.8954604,0,23.8,4.568277465832308,1.950792626990939,1.0062625233524556,80.98160309903552,4.568277465832308,15.0,3.528186170423567,5.6,3.528186170423567
1.3521,103.8198,0,24.4,4.956061241628442,3.9990626342058753,1.9143082025139122,90.4212217789507,4.956061241628442,245.0,4.956061241628442,6.9,4.956061241628442
1.330954,103.8705239,1,25.2,2.162197230745093,2.2,1.7756305887250956,93.0,2.162197230745093,323.0,2.162197230745093,10.8,2.162197230745093
1.3178,103.8918,1,24.4,2.483920121407658,4.872,1.154441164991131,93.4,2.483920121407658,69.0,2.483920121407658,4.6,2.483920121407658
1.334,103.8471,0,26.6,2.848715578972751,2.946512456612914,0.9697592779814542,80.03010125117696,2.848715578972751,171.0,2.848715578972751,5.4,2.848715578972751
1.3178,103.8918,0,24.8,2.483920121407658,0.5635840622966074,1.154441164991131,80.07945540326432,2.483920121407658,24.0,2.483920121407658,12.8,2.483920121407658
1.3521,103.8198,1,24.4,4.956061241628442,11.2,1.9143082025139122,99.3,4.956061241628442,272.0,4.956061241628442,7.6,4.956061241628442
1.3348802,103.7672269,0,24.8725,1.0733484252095429,5.563151029046436,1.0733484252095429,0.0,1.0733484252095429,318.445,1.0733484252095429,6.60968,1.0733484252095429
1.3178,103.8918,1,25.3,2.483920121407658,2.03,1.154441164991131,92.3,2.483920121407658,57.0,2.483920121407658,7.3,2.483920121407658
1.3586498,103.8674903,0,23.8,3.0670983675634553,4.885437196666043,1.5828398071892023,88.84009002404781,3.0670983675634553,19.0,3.0670983675634553,8.89999,3.0670983675634553
1.302,103.9069,0,24.5,4.699047641119932,4.60046521774296,0.6301753380563337,87.01784246325788,4.699047641119932,40.0,4.699047641119932,4.4,4.699047641119932
1.4304,103.8354,1,25.4,5.7622856245291,0.0,1.4597822983363102,99.7,5.7622856245291,317.0,11.582160621520307,6.3,11.582160621520307
1.3521,103.8198,0,24.8,4.956061241628442,1.5253347317233792,1.9143082025139122,85.6077856131139,4.956061241628442,327.0,4.956061241628442,5.5,4.956061241628442
1.3178,103.8918,1,24.8,2.483920121407658,1.421,1.154441164991131,93.0,2.483920121407658,24.0,2.483920121407658,12.8,2.483920121407658
1.3308149,103.8845592,0,23.9,1.0673655776379143,4.243018641396354,0.5921414005435689,84.13530975218005,1.0673655776379143,11.0,1.0673655776379143,8.89999,1.0673655776379143
1.3521,103.8198,0,23.5,4.956061241628442,0.30997035394925654,1.9143082025139122,93.57633681107497,4.956061241628442,335.0,4.956061241628442,3.4,4.956061241628442
1.3437173,103.8836814,1,24.8,0.6231020293747583,5.4,0.6231020293747583,93.6,0.6231020293747583,348.0,0.6231020293747583,10.7,0.6231020293747583
1.3315268,103.8796231,1,24.4,1.2982033393910848,5.481,1.1189159044982544,93.6,1.2982033393910848,2.0,1.2982033393910848,5.6,1.2982033393910848
1.332778,103.8746238,1,25.9,1.6644592100984663,4.8,1.6644592100984663,89.8,1.6644592100984663,298.0,1.6644592100984663,9.10001,1.6644592100984663
1.3136136,103.9365203,0,24.4,2.89131935540986,1.5828079990662656,2.89131935540986,84.40152565727566,2.89131935540986,270.0,2.89131935540986,8.7,2.89131935540986
1.3437173,103.8836814,0,24.1,0.6231020293747583,2.2550848271078316,0.6231020293747583,81.68171497857256,0.6231020293747583,124.0,0.6231020293747583,10.3,0.6231020293747583
1.3203,103.8438,1,23.4,1.349939147486466,10.2,1.349939147486466,99.3,1.349939147486466,3.0,1.349939147486466,9.4,1.349939147486466
1.3323482,103.8808753,0,23.9,1.1363035886388135,2.28399322266307,1.0309959883906907,84.82748269468492,1.1363035886388135,7.0,1.1363035886388135,9.3,1.1363035886388135
1.3521,103.8198,0,24.4,4.956061241628442,4.373007158110993,1.9143082025139122,89.6455889421143,4.956061241628442,272.0,4.956061241628442,7.6,4.956061241628442
1.3178,103.8918,1,25.3,2.483920121407658,2.03,1.154441164991131,92.3,2.483920121407658,57.0,2.483920121407658,7.3,2.483920121407658
1.4304,103.8354,0,0.0,5.7622856245291,3.51605572316117,1.4597822983363102,0.0,5.7622856245291,22.0,11.582160621520307,6.6,11.582160621520307
1.3087422,103.8471909,1,23.3,1.2064722054180137,6.0,1.2064722054180137,99.3,1.2064722054180137,314.0,1.2064722054180137,8.1,1.2064722054180137
1.3521,103.8198,1,24.8,4.956061241628442,3.4,1.9143082025139122,98.4,4.956061241628442,327.0,4.956061241628442,5.5,4.956061241628442
1.4304,103.8354,1,0.0,5.7622856245291,7.474,1.4597822983363102,0.0,5.7622856245291,22.0,11.582160621520307,6.6,11.582160621520307
1.3410733,103.7769981,0,24.7929,0.8155997898314141,3.7356307868545744,0.8155997898314141,0.0,0.8155997898314141,305.819,0.8155997898314141,6.2672,0.8155997898314141
1.3178,103.8918,0,25.9,2.483920121407658,2.4206421585023943,1.154441164991131,78.70783485427073,2.483920121407658,298.0,2.483920121407658,9.10001,2.483920121407658
1.3141852,103.848291,0,23.2,1.3724105122407255,1.1876131866287034,1.3164067961008774,87.64688282324893,1.3724105122407255,328.0,1.3724105122407255,8.2,1.3724105122407255
1.3178,103.8918,1,25.9,2.483920121407658,6.699,1.154441164991131,89.8,2.483920121407658,298.0,2.483920121407658,9.10001,2.483920121407658
1.3521,103.8198,0,23.3,4.956061241628442,4.002780922686397,1.9143082025139122,90.4260814081238,4.956061241628442,315.0,4.956061241628442,8.2,4.956061241628442
1.332778,103.8746238,1,23.9,1.6644592100984663,7.6,1.6644592100984663,93.8,1.6644592100984663,7.0,1.6644592100984663,9.3,1.6644592100984663
1.3521,103.8198,0,24.6,4.956061241628442,0.0,1.9143082025139122,84.66747713008651,4.956061241628442,203.0,4.956061241628442,8.39999,4.956061241628442
1.3136136,103.9365203,0,23.1,2.89131935540986,0.9204426299599929,2.89131935540986,86.18027794566791,2.89131935540986,276.0,2.89131935540986,7.5,2.89131935540986
1.2993119,103.8954604,1,23.2,4.568277465832308,0.0,1.0062625233524556,95.7,4.568277465832308,288.0,3.528186170423567,5.2,3.528186170423567
1.3554,103.8679,0,23.7,2.8003859266910425,1.5759379318643822,1.5110334030986798,84.70558497880693,2.8003859266910425,12.0,2.8003859266910425,9.8,2.8003859266910425
1.3437173,103.8836814,1,25.9,0.6231020293747583,4.8,0.6231020293747583,89.8,0.6231020293747583,298.0,0.6231020293747583,9.10001,0.6231020293747583
1.3644,103.9915,1,0.0,1.0594151082112884,0.0,1.0594151082112884,0.0,1.0594151082112884,29.0,6.389438292874045,2.5,6.389438292874045
1.3178,103.8918,0,24.4,2.483920121407658,2.342404718822984,1.154441164991131,83.63053787283037,2.483920121407658,69.0,2.483920121407658,4.6,2.483920121407658
1.3178,103.8918,0,25.3,2.483920121407658,0.9749401546416531,1.154441164991131,81.7193442577036,2.483920121407658,57.0,2.483920121407658,7.3,2.483920121407658
1.3178,103.8918,1,24.4,2.483920121407658,4.872,1.154441164991131,93.4,2.483920121407658,69.0,2.483920121407658,4.6,2.483920121407658
1.3554,103.8679,1,23.7,2.8003859266910425,4.728,1.5110334030986798,94.1,2.8003859266910425,21.0,2.8003859266910425,8.60001,2.8003859266910425
1.3521,103.8198,0,24.6,4.956061241628442,5.110508450090684,1.9143082025139122,84.86303580669417,4.956061241628442,324.0,4.956061241628442,6.3,4.956061241628442
1.3521,103.8198,1,24.6,4.956061241628442,8.60001,1.9143082025139122,99.3,4.956061241628442,324.0,4.956061241628442,6.3,4.956061241628442
1.3292841,103.8710583,0,26.8,2.202124089973319,2.0491626989047784,1.7234026086905894,75.56257075862794,2.202124089973319,288.0,2.202124089973319,7.7,2.202124089973319
1.3178,103.8918,0,25.9,2.483920121407658,2.685017845352717,1.154441164991131,83.98039021080704,2.483920121407658,298.0,2.483920121407658,9.10001,2.483920121407658
1.3178,103.8918,1,25.7,2.483920121407658,2.842,1.154441164991131,91.5,2.483920121407658,353.0,2.483920121407658,10.0,2.483920121407658
1.3292841,103.8710583,1,24.4,2.202124089973319,8.2,1.7234026086905894,93.4,2.202124089973319,69.0,2.202124089973319,4.6,2.202124089973319
1.3521,103.8198,0,24.6,4.956061241628442,2.8043398720508703,1.9143082025139122,86.54832351400167,4.956061241628442,200.0,4.956061241628442,10.2,4.956061241628442
1.302,103.9069,1,24.5,4.699047641119932,10.6,0.6301753380563337,92.7,4.699047641119932,40.0,4.699047641119932,4.4,4.699047641119932
1.3236,103.9273,1,25.3,4.073499695314585,0.4,2.668528114451689,94.7,4.073499695314585,274.0,4.073499695314585,5.9,4.073499695314585
1.2993119,103.8954604,0,23.2,4.568277465832308,0.0,1.0062625233524556,86.42739297907396,4.568277465832308,288.0,3.528186170423567,5.2,3.528186170423567
1.3984,103.9072,0,26.2,6.819415050997955,7.521833839025662,0.545097923355928,79.25432152083938,6.819415050997955,27.0,6.819415050997955,6.9,6.819415050997955
